image,Name,price,Cut out Price,size,Product URL
https://www.dhanak.com.pk/wp-content/uploads/2020/11/dc-0296-2-247x371.jpg,DC-0296 | RUST | 2Pcs," 5,990",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0296-rust-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/dc-0295-1-247x370.jpg,DC-0295 | Green | 2Pcs," 5,990",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0295-green-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/da-1403-2-247x371.jpg,DA-1403 | Blue | EMBROIDERED KURTA," 8,000",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1403-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/dl-0104-3-247x375.jpg,DL-0104 | Black | 3Pcs," 15,900",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dl-0104-black-3pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/dl-0095-5-247x370.jpg,DL-0095 | Red | 3Pcs," 14,900",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dl-0095-red-3pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/dl-0096-2-247x371.jpg,DL-0096 | Green | 3Pcs," 16,900",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dl-0096-green-3pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/dl-0085-2-247x370.jpg,DL-0085 | Navy-Blue | 3Pcs," 15,900",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dl-0085-navy-blue-3pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/da-1407-2-247x370.jpg,DA-1407 | Black | EMBROIDERED KURTA," 8,000",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1407-black-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/CPP_9394000-247x371.jpg,DA-1404 | Black | EMBROIDERED KURTA," 7,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1404-black-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/da-1409-2-247x370.jpg,DA-1409 | Green | EMBROIDERED KURTA," 7,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1409-green-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/da-1203-2-247x371.jpg,DA-1203 | Blue | EMBROIDERED KURTA," 8,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1203-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/da-1325-new-4-247x371.jpg,DA-1325 | Green | EMBROIDERED KURTA WITH DUPATTA," 8,000",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1325-green-embroidered-kurta-with-dupatta/
https://www.dhanak.com.pk/wp-content/uploads/2020/11/CPP_8618000-247x371.jpg,DA-1393 | Rust | EMBROIDERED KURTA," 6,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1393-rust-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/da-1272-3-247x370.jpg,DA-1272 | Grey | EMBROIDERED KURTA," 6,000",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1272-grey-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/DA-1331-2-247x389.jpg,DA-1331 | SKY BLUE | EMBROIDED KURTA," 4,200"," 6,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1331-sky-blue-embroided-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/DA-1324-2-247x376.jpg,DA-1324 | GREEN | EMBROIDED KURTA," 5,200"," 6,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1324-green-embroided-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/DA-1303-2-247x390.jpg,DA-1303 | RED | EMBROIDERED KURTA," 5,200"," 6,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1303-red-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/da-1300-2-247x370.jpg,DA-1300 | BLUE | EMBROIDERED KURTA," 2,750"," 5,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1300-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/DA-1284-2-247x371.jpg,DA-1284 | BEIGE | EMBROIDERED KURTA," 6,000"," 5,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1284-beige-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/DA-1259-2-247x379.jpg,DA-1259 | GREEN | EMBROIDERED KURTA & DUPATTA | 2Pcs," 5,250"," 7,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1259-green-embroidered-kurta-dupatta-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/da-1319-1-247x370.jpg,DA-1319 | GREEN | EMBROIDERED KURTA & DUPATTA | 2Pcs," 8,500"," 7,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1319-green-embroidered-kurta-dupatta-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/da-1293-1-247x370.jpg,DA-1293 | Blue | EMBROIDERED KURTA | 1Pcs," 4,200"," 6,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1293-blue-embroidered-kurta-1pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/da-1322-3-1-247x370.jpg,DA-1322 | Rust | EMBROIDERED KURTA | 1Pcs," 4,550"," 6,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1322-rust-embroidered-kurta-1pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/da-1292-hr-3-1-247x371.jpg,DA-1292 | LIGHT GREEN | EMBROIDERED KURTA," 3,850"," 5,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1292-light-green-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/DA-1295-HR-2-1-247x366.jpg,DA-1295 | GREEN | EMBROIDERED KURTA," 3,360"," 4,800","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1295-green-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/da-1299-247x371.jpg,DA-1299 | Black | EMBROIDERED KURTA & Dupatta | 2Pcs," 5,600"," 8,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1299-black-embroidered-kurta-dupatta-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/DA-1167-1-1-247x370.jpg,DA-1267 | Off White | EMBROIDERED KURTA," 6,000"," 8,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1267-off-white-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/DSC_3571-247x383.jpg,DA-1194 | Blue | EMBROIDERED KURTA," 6,500"," 8,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1194-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/DSC_3546-1-247x378.jpg,DA-1318 | Blue | EMBROIDERED KURTA," 3,640"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1318-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/DSC_2853-247x392.jpg,DA-1248 | Blue | EMBROIDERED KURTA & Dupatta | 2Pcs," 5,250"," 7,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1248-blue-embroidered-kurta-dupatta-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/07/DSC_3134-247x378.jpg,DA-1290 | Sky Blue | EMBROIDERED KURTA," 2,600"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1290-sky-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/06/DA-1228-2-1-247x371.jpg,DA-1228 | MAROON | EMBROIDERED KURTA," 3,640"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1228-maroon-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/06/da-1269-4-1-247x371.jpg,DA-1269 | OFF WHITE | EMBROIDERED KURTA," 3,150"," 4,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1269-off-white-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/IMGL6902-247x371.jpg,DA-1280 | BLACK | EMBROIDERED KURTA," 4,550"," 6,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1280-black-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2019/12/DA-1159-2-247x370.jpg,DA-1159 | Sky Blue | EMBROIDERED KURTA," 3,250"," 6,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1159-sky-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2019/12/IMGL8015-247x371.jpg,DA-1146 | Sky Blue | EMBROIDERED KURTA," 3,250"," 6,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1146-sky-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2019/12/IMGL6594-247x371.jpg,DA-1125 | PEACH | EMBROIDERED KURTA," 3,000"," 6,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1125-peach-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/DA-1087-4-1-247x370.jpg,DA-1087 Beige," 4,000"," 8,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1087-beige/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/DA-679-Move-Rs-4500-1-247x370.jpg,DA-0679 Move," 2,633"," 5,265","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-0679-move/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/1058-Blue-Rs-7000-1-247x370.jpg,DA-1058 Blue," 4,095"," 8,190","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1058-blue/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/CPP_0915-1-247x370.jpg,DA-1051 SkyBlue," 5,200"," 8,190","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1051-skyblue/
https://www.dhanak.com.pk/wp-content/uploads/2019/12/1042-3-247x370.jpg,DA-1042 Beige," 5,850"," 8,190","['S', 'M', 'L']",https://www.dhanak.com.pk/product/da-1042-beige/
https://www.dhanak.com.pk/wp-content/uploads/2020/04/DA-1218-1-1-247x371.jpg,DA-1218 | BLACK | EMBROIDERED KURTA," 3,500"," 7,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1218-black-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/IMGL6877-247x371.jpg,DA-1287 | BLACK | EMBROIDERED KURTA," 2,600"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1287-black-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/DA-1117-2-2-247x371.jpg,DA-1117 | WHITE | EMBROIDERED KURTA," 6,000"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1117-white-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/DA-1129-2-247x371.jpg,DA-1129 | YELLOW | EMBROIDERED KURTA," 2,750"," 5,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1129-yellow-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/IMGL6797-1-247x371.jpg,DA-1296 | LIGHT GREY | EMBROIDERED KURTA," 3,000"," 6,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1296-light-grey-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/IMGL6857-247x371.jpg,DA-1240 | YELLOW | EMBROIDERED KURTA," 4,550"," 6,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1240-yellow-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/IMGL6820-247x371.jpg,DA-1282 | LIGHT GREY | EMBROIDERED KURTA," 6,000"," 6,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1282-light-grey-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/04/DA-1310-1-247x371.jpg,DA-1310 | BEIGE | PRINTED KURTA," 2,250"," 4,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1310-beige-printed-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/IMGL7025-1-247x371.jpg,DA-1230 | OFF WHITE | EMBROIDERED KURTA," 3,250"," 6,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1230-off-white-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/04/DA-1216-2-1-247x371.jpg,DA-1216 | LIGHT GREEN | EMBROIDERED KURTA," 2,600"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1216-light-green-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/04/DA-1200-1-3-247x371.jpg,DA-1200 | SKY BLUE | EMBROIDERED KURTA," 2,750"," 5,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1200-sky-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/04/DA-1233-LIGHT-GREY-3-1-247x371.jpg,DA-1233 | Light Grey | EMBROIDERED KURTA & Dupatta | 2Pcs," 5,600"," 8,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1233-light-grey-embroidered-kurta-dupatta-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/04/DA-1170-BEIGE-4-2-PCS-247x371.jpg,DA-1170 | Beige | EMBROIDERED KURTA & Dupatta | 2Pcs," 4,250"," 8,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1170-beige-embroidered-kurta-dupatta-2pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/05/IMGL7179-247x371.jpg,DA-1339 | LIGHT YELLOW | STITCHED | 3PCS,," 8,500",[],https://www.dhanak.com.pk/product/da-1339-light-yellow-stitched-3pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/03/DU-012-4-1-247x370.jpg,DA-1344 | GREEN | STITCHED | 3PCS," 7,990"," 8,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1344-green-stitched-3pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/03/DU-004-3-247x370.jpg,DA-1343 | BEIGE | STITCHED | 3PCS," 6,490"," 8,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1343-beige-stitched-3pcs/
https://www.dhanak.com.pk/wp-content/uploads/2020/03/DA-1229-2-247x371.jpg,DA-1229 | Purple | EMBROIDERED KURTA," 3,640"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1229-purple-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/02/DA-1179-2-247x371.jpg,DA-1179 | Beige | EMBROIDERED KURTA," 4,900"," 7,000","['S', 'M', 'L']",https://www.dhanak.com.pk/product/da-1179-beige-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/02/DA-1131-2-247x371.jpg,DA-1131 | Beige | EMBROIDERED KURTA," 2,750"," 5,500","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1131-beige-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/01/DA-1183-1-247x371.jpg,DA-1183 | Green | EMBROIDERED KURTA," 2,600"," 5,200","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1183-green-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/DA-1087-4-1-247x370.jpg,DA-1087 Beige," 4,000"," 8,000","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1087-beige/
https://www.dhanak.com.pk/wp-content/uploads/2019/12/DL-0060-2-247x370.jpg,DL-0060 | Off White | 3Pcs," 15,000"," 8,000","['L', 'M', 'S', 'XL']",https://www.dhanak.com.pk/product/dl-0060-off-white/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/DA-679-Move-Rs-4500-1-247x370.jpg,DA-0679 Move," 2,633"," 5,265","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-0679-move/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/1058-Blue-Rs-7000-1-247x370.jpg,DA-1058 Blue," 4,095"," 8,190","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1058-blue/
https://www.dhanak.com.pk/wp-content/uploads/2019/11/CPP_0915-1-247x370.jpg,DA-1051 SkyBlue," 5,200"," 8,190","['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1051-skyblue/
https://www.dhanak.com.pk/wp-content/uploads/2019/12/1042-3-247x370.jpg,DA-1042 Beige," 5,850"," 8,190","['S', 'M', 'L']",https://www.dhanak.com.pk/product/da-1042-beige/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/da-1298-3-247x370.jpg,DA-1298 | Green | EMBROIDERED KURTA," 5,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1298-green-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/da-1367-1-247x370.jpg,DA-1367 | Black | EMBROIDERED KURTA," 4,800",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1367-black-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/DA-1312-f2-247x370.jpg,DA-1312 | Green | EMBROIDERED KURTA," 6,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1312-green-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/DA-1327-3-247x370.jpg,DA-1327 | Blue | EMBROIDERED KURTA," 5,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1327-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/da-1316-2-247x364.jpg,DA-1316 | Blue | EMBROIDERED KURTA," 5,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1316-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/5K3A6418-247x371.jpg,DC-0289 | Sky blue | Digital Printed Kurta," 2,690",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0289-sky-blue-digital-printed-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/5K3A4119EDIT-247x371.jpg,DC-0285 | Mustard | Digital Printed Kurta," 2,090",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0285-mustard-digital-printed-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/5K3A4171-247x371.jpg,DC-0287 | Blue | Digital Printed Kurta," 2,290",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0287-blue-digital-printed-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/10/da-1306-1-247x371.jpg,DA-1306 | SKY BLUE | EMBROIDERED KURTA," 6,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1306-sky-blue-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/dc-0283-4-247x371.jpg,DC-0283 | YELLOW | Digital Printed Kurta," 2,090",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0283-yellow-digital-printed-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/dc-0290-2-247x371.jpg,DC-0290 | BLACK | Digital Printed Kurta," 2,390",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0290-black-digital-printed-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/da-1291-2-247x357.jpg,DA-1291 | YELLOW | EMBROIDERED KURTA," 6,000",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1291-yellow-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/da-1254-2-247x370.jpg,DA-1254 | BEIGE | EMBROIDERED KURTA WITH DUPATTA," 7,500",,"['S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/da-1254-beige-embroidered-kurta-with-dupatta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/dc-0272-4-247x371.jpg,DC-0272 | YELLOW | Embroidered Kurta," 2,490",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0272-yellow-embroidered-kurta/
https://www.dhanak.com.pk/wp-content/uploads/2020/09/dc-0273-2-247x371.jpg,DC-0273 | BLUE | Digital Printed Kurta," 2,490",,"['XS', 'S', 'M', 'L', 'XL']",https://www.dhanak.com.pk/product/dc-0273-blue-digital-printed-kurta/
